,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39
26510,1,4,1,11,5,0,14,1,8,42,2,0,0,7,3,37,4549,5302,0,0,950,1,0,9822,663,4604,599,1,326,4961,1,49,28,3,4749,0,8,1393,3,3045
26511,0,3,6,8,6,27,30,2,5,9,0,1,0,8,3,86,34,41,0,0,4802,1,0,1351,2775,35,2224,0,178,38,1,127,0,1,38,0,0,2,2,88
26512,0,3,0,5,2,101,25,10,11,47,2,2,0,11,3,37,64465,15037,0,0,696,1,0,1440,605,65365,552,9,101,68918,0,49,0,3,66902,0,6,674,3,509
26513,1,15,24,3,1,94,4,8,3,44,4,5,0,4,3,72,0,2544,0,0,3976,1,0,2,898,0,800,2,343,3,6,107,0,0,3,0,9,1895,11,5715
26514,0,2,3,3,3,20,8,1,14,28,1,1,0,3,3,14,655,807,0,1,3319,6,0,3388,2140,665,1766,1,151,752,1,15,0,0,696,0,0,651,4,6
26515,0,3,1,4,3,102,4,2,2,3,0,1,0,3,3,84,0,11055,0,0,285,4,0,2,257,0,238,9,333,3,1,124,0,3,3,0,9,7322,13,5747
26516,0,0,65,0,7,55,0,4,11,28,0,1,0,1,3,26,0,52,4,0,949,1,0,312,381,0,349,2,61,3,0,30,14,0,3,0,0,46,33,30
26517,0,2,0,2,3,3,49,10,1,12,1,2,0,3,0,84,0,15,14,6,874,1,0,1315,175,0,164,1,315,3,0,124,175,3,3,0,8,138,13,13072
26518,1,2,0,5,7,97,3,3,12,14,1,3,0,1,3,11,0,15,1,1,4755,1,1,3277,1877,0,1571,5,3218,3,0,1702,1,2,3,0,9,4867,1,2
26519,0,2,40,24,1,169,3,3,0,4,1,3,0,6,0,69,81,105,3,4,1840,1,1,3270,535,83,492,1,127,97,5,103,0,1,91,0,1,19,0,43
26520,1,3,9,7,0,7,4,2,1,3,3,0,0,4,7,67,0,101,0,0,67,14,0,2927,64,79,63,1,124,93,0,101,1,2,87,3,1,4,1,2
26521,0,16,4,5,12,114,8,21,16,37,3,11,0,14,3,34,0,4951,0,4,12,6,0,1249,11,0,11,9,325,3,0,46,76,3,3,0,1,3507,8,2722
26522,1,4,19,24,16,0,14,2,15,15,2,0,0,18,3,116,12524,192,0,5,221,5,0,168,205,3961,191,1,244,4283,0,181,1,2,4098,0,1,19,1,2
26523,0,5,14,16,2,82,10,18,15,20,0,7,0,0,3,11,355,260,3,0,12,1,0,1987,11,361,11,1,131,418,0,106,1,2,380,0,1,95,1,2
26524,1,2,1,12,1,96,3,3,4,25,1,3,0,6,3,139,16460,5943,0,0,5585,1,1,2,2717,16700,2181,0,2231,5579,5,229,0,1,5329,0,9,4132,2,132
26525,1,2,30,5,7,51,13,7,5,21,1,2,0,1,3,29,0,15,0,1,580,1,0,440,2366,0,470,1,105,3,0,84,0,0,3,1,1,138,4,22994
26526,0,2,27,9,14,5,33,2,13,0,1,0,0,12,3,98,199,242,4,4,6428,1,0,2,3114,201,2420,1,545,228,0,326,0,0,212,0,1,212,12,770
26527,0,10,0,1,17,7,0,20,15,46,3,18,7,1,14,34,3628,4276,0,5,250,1,0,8,11,3671,11,1,930,3974,2,46,475,0,3805,1,1,3060,8,2365
26528,1,5,5,5,7,7,4,29,12,52,3,12,11,4,6,0,151,188,0,1,264,1,0,4113,239,154,222,1,141,183,2,0,0,0,165,0,9,168,0,1045
26529,1,16,40,15,8,125,19,25,17,34,3,7,0,6,3,49,58,71,8,1,2098,5,0,2,4113,59,1272,2,87,67,0,71,0,1,65,0,9,62,2,43
26530,0,4,0,5,1,79,21,4,4,14,2,1,0,6,13,97,439,550,3,0,565,1,0,415,375,449,343,1,1124,516,5,562,0,1,467,0,1,454,6,3
26531,0,2,44,2,3,131,3,13,0,31,1,9,0,3,7,11,0,11,0,0,2831,5,1,2806,1911,0,1596,2,622,11,1,282,1,2,11,0,0,4,1,2
26532,0,0,3,3,3,31,4,1,1,9,0,0,0,3,0,26,30397,32303,0,5,243,5,0,94,21,30884,21,15,2228,33073,7,30,1445,3,31684,0,7,21,0,9
26533,0,2,1,12,7,59,3,3,6,22,1,3,0,1,6,112,442,553,3,0,455,1,0,2,409,452,376,0,521,519,4,173,0,1,470,0,9,456,3,53
26534,1,8,32,20,0,94,4,21,6,20,4,6,0,4,3,112,0,88133,1,0,389,1,0,295,76,0,74,1,322,3,0,173,0,1,3,0,8,41379,3,76
26535,0,4,1,12,7,60,32,6,0,12,2,2,3,1,3,98,978,1164,0,3,1451,1,0,94,154,991,146,2,997,1091,6,633,0,0,1030,0,1,906,12,7532
26536,0,3,25,4,3,101,8,0,3,34,0,8,3,3,4,0,0,36,3,0,2237,1,0,17812,362,0,332,2,396,328,6,53,0,1,3,0,1,19,0,28
26537,0,2,0,0,7,122,8,3,0,18,1,3,0,1,3,28,0,15,0,3,2453,27,0,1118,1075,0,944,2,34,3,1,32,66,3,3,0,1,21,6,9
26538,0,4,7,10,5,171,16,4,12,25,2,1,0,7,3,38,2,2,0,0,3319,1,0,3388,2140,2,1766,2,458,2,5,50,1,2,2,0,0,2,1,2
26539,0,2,0,2,3,43,3,13,2,31,1,9,0,3,3,14,7522,2960,0,5,1970,19,1,2,1429,7611,63,1,151,8231,8,15,0,1,7841,0,0,1270,4,403
26540,0,2,3,13,11,96,3,3,14,22,1,3,0,11,0,382,30833,1014,0,1,2939,4,0,2,2370,31324,469,2,2851,6302,1,1531,1,2,6011,0,6,799,1,2
26541,0,0,69,28,2,110,9,4,8,14,0,1,0,11,25,12,16122,85095,0,4,725,1,0,1810,498,92848,456,1,50,97273,1,12,639,0,94977,0,1,23359,2,34741
26542,0,4,0,3,7,59,65,4,1,40,2,1,0,1,3,372,0,4,8,0,517,1,0,124,460,4212,424,1,3279,925,5,1112,1,2,870,0,4,4,1,2
26543,0,1,33,4,8,12,9,16,10,33,2,8,3,9,0,32,539,39,3,0,46,5,0,1353,44,552,43,1,671,627,0,446,1,2,578,1,1,35,1,2
26544,0,2,41,4,0,156,3,3,6,18,1,3,0,1,52,11,0,11,0,5,525,1,1,1293,164,0,154,2,2025,11,0,282,1,2,11,0,0,4,1,2
26545,0,0,31,3,3,84,20,4,17,18,0,1,3,3,0,93,114,136,0,5,29,1,0,21,3,117,3,7,284,135,0,210,1,2,124,0,0,120,1,2
26546,0,2,0,2,9,103,3,3,4,10,1,3,0,0,3,12,17003,10388,3,5,2167,5,1,614,697,17255,630,2,1390,18891,0,274,96,1,17802,0,1,1440,2,207
26547,1,0,1,5,1,94,4,1,2,20,0,0,3,4,3,98,176,218,0,1,9523,5,0,18216,2877,179,2292,10,4737,207,0,199,0,0,189,3,0,192,12,8536
26548,0,2,22,3,3,47,3,3,6,7,1,3,0,3,0,242,89208,1757,0,2,1575,1,0,1258,1188,90224,1037,1,1952,1636,3,1116,1,2,92355,0,2,676,1,2
26549,0,4,8,15,10,6,47,6,9,42,2,2,0,10,3,84,21915,24547,0,4,176,5,0,131,164,22272,154,0,158,19206,0,124,175,3,22936,1,8,5180,13,4068
26550,0,2,4,10,2,3,2,15,10,20,1,1,2,11,13,24,5,2,0,1,120,1,0,654,77,6,75,5,108,7,0,89,1,2,7,0,1,2,1,2
26551,0,3,31,7,7,126,0,10,11,21,3,2,0,1,3,29,41767,565,0,0,976,5,0,5437,799,42406,625,1,105,44922,0,84,80,0,43356,0,8,1059,2,800
26552,1,3,49,5,7,7,4,0,6,15,0,2,0,4,0,175,24033,18724,0,4,613,1,0,1485,541,24424,497,14,2233,26520,0,741,0,1,25136,0,8,11878,20,9416
26553,0,2,6,5,0,9,23,4,5,45,1,3,3,7,3,68,691,844,0,5,1085,1,1,1925,171,701,161,5,1216,787,7,102,1,2,730,0,6,683,1,2
26554,0,0,0,0,5,68,0,4,2,9,0,1,0,1,3,56,0,84924,3,5,5146,1,0,703,1725,0,1447,2,176,3,1,137,42,3,3,0,1,20403,12,2299
26555,0,2,1,4,3,13,20,4,1,10,1,1,0,3,6,204,60124,42999,0,0,1337,1,0,2,1015,61000,895,2,1686,45637,5,409,1,2,44050,1,1,799,1,2
26556,0,1,7,4,11,85,14,1,3,21,0,1,0,13,6,58,54716,10548,0,0,115,1,0,27,125,55538,108,0,984,58640,0,86,0,1,56829,0,1,941,8,53
26557,0,3,3,3,3,75,10,2,0,25,0,1,0,3,15,46,95782,88176,0,1,8160,1,0,761,3971,96833,2860,1,82,101353,0,68,21,0,98982,3,1,1835,2,1398
26558,1,3,25,5,7,85,8,16,10,20,0,8,3,7,3,3,0,5462,0,5,854,1,0,1592,720,0,585,2,3,3,0,3,1,2,3,0,0,3,1,2
26559,0,4,27,0,6,37,27,4,5,8,2,1,2,8,0,28,2724,3237,0,0,2447,1,0,2691,193,2751,179,0,65,2987,6,32,5,3,92,0,0,21,6,9
26560,0,2,1,5,9,143,37,3,5,36,1,3,0,0,327,84,0,15,1,0,525,1,1,397,164,0,154,1,315,3,0,124,122,3,3,0,8,8466,13,6688
26561,0,2,19,3,3,40,31,1,1,16,1,1,0,3,3,233,0,3275,3,0,227,1,0,1447,211,0,197,1,1209,3026,1,685,1,2,2889,0,1,1019,1,2
26562,0,2,62,7,7,105,8,15,14,36,1,0,3,1,3,56,0,42776,0,0,503,0,0,5262,261,0,241,0,730,88916,6,481,624,1,3,0,9,2621,12,473
26563,1,3,23,12,10,147,27,7,10,18,2,1,3,9,7,67,27686,4378,0,1,852,1,0,105,718,28125,280,2,1074,5669,0,101,1,2,28916,1,1,455,1,2
26564,0,3,31,9,1,7,0,15,16,10,0,0,0,4,3,118,6291,3293,8,1,272,5,0,193,550,6377,7,2,5111,3043,0,184,1,2,6576,0,1,206,1,2
26565,0,2,13,7,7,76,12,3,6,25,1,3,0,1,3,17,28,36,3,0,3418,5,1,2,207,29,193,6,76,32,1,39,482,1,32,0,1,19,0,14
26566,1,1,6,16,10,39,1,16,10,8,0,7,0,5,3,84,95792,5789,1,5,176,5,0,10380,164,96841,154,1,315,101362,0,124,42,0,98992,1,8,4042,0,3168
26567,0,2,34,11,5,158,3,3,5,5,1,3,0,7,3,14,28,36,0,0,1327,1,1,1687,1028,29,70,1,151,32,0,15,0,1,32,1,1,19,0,296
26568,0,3,1,20,12,31,8,2,10,28,0,1,0,14,3,456,0,40301,0,0,5443,19,0,2,3037,0,2373,2,3402,3,3,1788,0,0,3,1,1,22634,13,18045
26569,0,0,0,8,18,82,13,16,15,2,0,2,0,10,0,51,38158,3319,0,2,4494,5,0,9420,2208,89843,1814,10,556,26240,0,88,551,3,91964,0,8,2425,11,1870
26570,0,2,1,2,7,127,6,10,6,15,1,1,0,1,2,32,727,39,0,1,900,65,0,295,251,737,233,5,806,826,0,446,1,2,766,0,9,35,1,2
26571,0,11,3,2,3,102,2,0,14,22,0,0,0,3,0,84,8695,10085,6,5,1155,5,0,1952,920,8800,818,11,1085,9549,0,124,68,3,9078,0,0,6610,13,5199
26572,0,2,3,3,3,37,3,3,12,40,1,3,0,3,0,11,0,11,6,0,959,1,0,1362,116,0,113,2,1205,11,0,11,1,2,11,0,1,4,1,2
26573,0,4,0,14,8,6,47,8,10,26,2,8,0,9,14,84,653,805,0,5,176,4,0,1915,164,663,154,1,315,750,0,124,3,3,694,0,8,649,13,492
26574,0,2,6,24,9,15,37,2,13,21,1,2,0,0,3,36,1566,1854,0,0,272,1,0,343,138,1580,7,2,54,1719,1,48,0,0,1639,0,1,1416,4,1080
26575,0,2,26,0,2,47,9,7,8,40,1,0,0,10,3,3,1923,58,3,4,2149,1,0,11888,1539,1941,1302,1,1842,54,0,1063,1,2,2006,0,1,3,1,2
26576,0,2,1,7,7,64,27,3,4,4,1,3,0,1,3,1,1,1,0,1,7922,67,0,2,2738,1,2196,1,1,1,5,1,0,1,1,1,0,1,2,1
26577,0,4,0,3,17,28,7,1,13,16,2,1,0,19,3,11,8,10,5,0,153,0,0,209,53,9,52,2,3777,10,0,1349,1,2,10,0,1,9,1,2
26578,0,2,1,0,7,9,3,3,6,29,1,3,0,1,3,36,4488,5230,0,4,3547,1,0,191,410,4544,377,2,123,4899,0,100,0,0,4685,4,2,2650,4,2863
26579,0,2,14,3,6,76,6,19,4,35,1,3,0,8,2,233,0,2697,3,1,38,1,0,76,37,0,36,1,1733,3571,0,482,1,2,3,3,1,623,1,2
26580,0,2,1,2,3,73,1,25,16,21,1,2,2,3,3,45,0,15,3,5,2757,5,0,436,290,0,265,1,146,3,6,67,0,1,3,0,10,138,0,23540
26581,0,2,63,12,7,21,14,4,5,28,1,1,0,1,3,49,58,71,0,1,4452,4,0,126,159,59,151,2,87,67,5,71,0,1,65,0,1,62,2,43
26582,1,0,0,3,7,82,4,15,4,0,0,2,0,4,3,92,8,10,0,0,900,1,0,218,251,9,233,5,172,10,0,135,1,2,10,0,9,9,1,2
26583,1,8,4,13,7,147,8,20,15,0,0,10,0,1,0,11,0,15,0,6,12,1,0,1297,11,0,11,1,131,3,0,106,1,2,3,1,1,95,1,2
26584,1,2,5,3,1,61,12,1,6,36,1,0,3,6,2,36,908,1077,0,0,1974,1,0,1018,236,919,219,1,529,1016,1,153,0,3,956,1,0,845,4,638
26585,0,0,33,11,16,35,6,2,15,42,0,2,0,17,3,114,0,1618,3,5,4791,5,0,4262,2106,0,1746,1,1258,3,0,177,1,2,3,0,1,1252,1,2
26586,0,2,0,24,15,22,29,7,13,16,1,0,3,17,0,36,1119,1335,0,1,5403,1,0,6833,3026,1136,2370,2,200,1239,0,153,0,1,1183,1,6,1033,4,782
26587,0,4,1,3,6,3,42,4,8,18,2,1,0,8,0,51,210,258,0,5,3254,0,0,2,1105,213,971,2,1314,242,5,234,0,1,225,0,1,89,11,168
26588,0,4,3,3,3,22,6,4,1,3,2,1,0,3,0,12,82621,772,0,1,1314,14,0,2,1021,31142,901,2,483,21606,5,335,379,1,31143,0,3,154,2,280
26589,0,2,1,11,15,16,42,6,7,33,1,1,0,17,0,51,26698,29083,0,0,541,28,0,4363,94,27126,92,0,723,29283,0,88,0,3,27888,0,9,7536,11,5942
26590,0,2,5,9,0,83,3,3,5,4,1,3,0,7,3,9,59175,57843,0,0,1002,1,1,3590,818,9285,732,1,606,63347,1,118,0,1,61464,3,0,29569,2,6083
26591,0,1,0,3,3,56,8,1,13,28,0,1,3,3,3,14,135,165,0,0,7607,1,0,2,3154,138,2445,0,1073,161,5,213,0,1,146,0,1,147,4,53
26592,0,2,23,4,4,54,20,1,16,7,1,0,0,5,3,119,0,16654,0,5,2701,5,0,2434,195,0,181,1,1227,3,0,772,1,2,3,3,1,529,1,2
26593,0,4,13,7,1,122,3,3,2,23,2,3,0,6,6,29,0,15,0,5,6481,1,1,7875,259,0,239,15,1119,3,0,84,112,3,3,0,7,1067,4,808
26594,0,4,3,5,7,117,36,1,16,45,2,1,0,5,3,255,82,106,3,0,238,1,0,179,209,84,195,1,2037,98,1,620,1,2,92,0,0,92,1,2
26595,0,0,1,10,0,101,32,1,5,4,2,1,0,8,3,17,0,15,5,0,1139,1,0,640,285,0,261,2,20,3,6,19,19,0,3,0,6,138,0,17579
26596,0,2,1,3,3,66,25,4,1,25,1,1,0,3,3,109,0,15,0,5,108,1,0,1284,103,0,101,1,363,3,5,169,1,2,3,0,1,2095,1,2
26597,0,2,13,5,3,20,20,4,6,14,1,1,0,3,3,26,1737,2050,1,2,277,0,0,2,249,1755,232,2,61,1903,5,30,371,0,1814,0,1,1562,0,1185
26598,0,4,16,5,7,0,20,4,12,25,2,1,0,1,3,84,0,52,0,0,3136,1,0,1315,175,0,164,2,168,3,5,131,14,0,3,1,9,46,13,30
26599,0,0,22,3,2,69,13,4,3,19,0,1,0,11,13,3,5948,58,0,0,144,1,0,7,3,6033,3,1,70,54,0,60,1,2,6227,0,1,3,1,2
26600,0,3,31,10,1,56,38,7,7,7,0,2,0,6,3,86,77346,3818,0,1,4374,10,0,2976,1778,78342,1490,1,2210,3519,0,127,0,1,20335,0,1,2,2,2129
26601,1,5,1,3,3,128,24,10,14,22,3,2,0,3,3,66,77,100,0,5,833,1,0,2252,708,78,640,2,549,92,0,380,1,2,86,1,9,89,1,2
26602,0,2,3,3,3,139,25,19,1,8,1,2,3,3,3,101,290,211,0,5,4303,1,0,6459,2021,265,1676,0,374,202,0,270,1,2,282,0,1,185,1,2
26603,0,1,1,0,7,110,24,5,3,7,0,2,3,1,15,29,2432,2900,0,5,4282,1,0,2,3310,2457,952,1,105,2668,0,84,0,1,2546,1,0,689,2,518
26604,0,0,6,17,9,107,10,4,0,5,0,1,0,0,3,169,227,277,0,0,742,1,0,1534,387,231,354,2,482,262,5,314,0,1,244,0,0,240,0,177
26605,0,2,7,15,3,16,3,3,1,28,1,3,0,3,3,169,62,76,8,5,5,1,0,2,5,63,5,1,559,71,4,314,0,1,69,0,2,66,0,390
26606,1,3,0,16,7,31,38,16,14,12,0,2,2,13,3,98,2695,3205,3,4,2222,5,0,703,315,2723,288,7,269,2954,2,199,0,0,2823,0,9,1236,12,1798
26607,0,4,0,7,3,52,3,3,12,18,2,3,0,3,0,17,61829,60199,0,2,145,1,0,183,24,62704,24,2,20,66127,0,19,41,3,17348,0,0,21,0,110
26608,1,4,6,3,3,121,29,25,0,52,2,5,0,3,2,0,0,36,5,1,165,5,0,2155,83,0,81,2,396,328,0,53,0,1,3,1,1,19,0,28
26609,0,2,5,22,2,127,37,2,14,6,1,1,0,11,3,1,0,32677,1,4,157,0,0,623,147,0,140,1,379,3,0,212,0,0,3,0,1,2333,2,6971
26610,0,4,1,15,8,61,9,5,10,20,2,2,3,9,3,84,0,15,0,5,874,5,0,4671,175,0,164,10,874,3,0,124,122,0,3,0,7,22701,13,18106
26611,1,2,1,7,0,4,4,1,1,3,1,0,3,4,13,105,0,15,5,1,3305,1,0,2,337,0,308,2,237,3,1,161,173,0,3,0,0,9198,17,7260
26612,1,5,34,16,16,78,18,7,13,36,4,2,0,18,3,12,810,965,0,4,1099,1,0,8423,697,819,630,1,50,906,0,12,213,0,850,0,1,760,2,577
26613,1,0,13,2,7,55,10,4,4,1,0,1,0,0,3,11,438,14,0,0,3421,1,0,2,274,448,252,1,590,515,5,390,1,2,466,0,2,12,1,2
26614,0,4,7,3,3,3,3,13,1,31,2,9,0,3,3,11,0,88236,0,1,467,19,0,3878,420,0,387,2,5479,101422,0,2644,1,2,3,0,6,3749,1,2
26615,0,2,4,11,1,5,32,4,2,9,1,1,0,6,3,112,0,15,0,0,863,1,0,2123,251,0,233,2,232,3,3,173,0,1,3,0,9,6428,3,372
26616,1,4,5,11,1,111,49,0,11,43,2,2,0,6,3,17,28,36,0,4,221,0,0,168,205,29,191,6,76,32,0,39,482,1,32,0,1,19,0,14
26617,0,1,63,4,9,104,19,1,0,5,0,1,0,6,7,150,247,306,3,0,579,1,0,65,86,252,84,2,358,292,0,259,1,2,269,1,9,266,1,2
26618,0,2,3,2,1,127,3,13,16,31,1,9,0,6,3,126,935,318,0,5,125,0,0,2,118,945,115,2,8574,1044,4,201,1,2,982,1,2,6,1,2
26619,0,2,1,2,3,116,3,3,2,9,1,3,0,3,3,12,10307,11942,3,5,4183,1,0,5328,885,10446,788,1,50,11371,0,12,0,1,10774,0,1,21,0,1293
26620,0,6,55,4,5,23,9,25,5,2,0,2,0,7,3,11,0,11,1,5,285,5,0,1887,257,0,238,2,2025,11,0,282,1,2,11,1,9,4,1,2
26621,1,2,32,3,3,103,3,13,1,31,1,9,0,3,14,177,0,5261,3,5,4189,1,1,14419,349,0,320,5,1255,3,2,788,1,2,3,3,6,287,1,2
26622,0,4,1,13,15,5,3,3,10,23,2,3,3,17,3,255,169,106,0,0,890,1,0,1447,211,172,197,2,975,98,7,620,1,2,92,0,0,92,1,2
26623,1,4,4,3,3,171,10,5,1,40,2,2,0,3,7,111,1322,1567,3,0,176,6,0,1081,164,1338,154,1,568,1455,0,172,0,1,1391,1,0,1205,0,55
26624,0,2,58,0,1,70,47,4,2,15,1,1,0,6,3,84,0,52,0,5,897,5,0,675,664,0,498,2,168,3,1,131,122,0,3,1,9,46,13,30
26625,0,0,1,2,0,27,4,1,1,23,0,0,0,4,3,84,77410,73545,0,0,897,1,0,675,664,78405,498,9,333,82568,1,124,379,3,80288,0,0,14906,13,11853
26626,0,4,1,24,2,3,25,22,12,43,2,8,3,11,7,37,0,701,0,5,251,1,0,1476,228,0,213,0,73,648,0,49,0,3,6335,0,9,10,3,437
26627,0,2,49,2,3,97,11,3,2,20,1,3,0,3,92,84,1436,1696,0,6,525,1,1,1293,164,1452,154,11,1085,1579,1,124,39,0,1508,0,0,21,13,223
26628,1,4,1,4,7,171,30,25,4,4,2,6,3,1,56,117,0,15,0,4,2195,1,0,7436,1567,0,1327,2,346,3,0,183,26,3,3,0,1,12223,16,9683
26629,0,0,26,2,7,56,29,4,17,21,0,1,0,1,13,67,0,101,6,5,590,1,0,1953,64,79,63,1,124,93,5,101,1,2,87,1,1,4,1,2
26630,1,4,0,2,1,28,24,7,2,15,2,2,0,6,7,305,0,27062,4,5,3083,0,0,4251,113,0,110,0,1685,26960,0,721,0,0,25599,0,9,1887,4,1442
26631,1,1,4,2,1,49,20,6,3,50,0,8,0,6,3,11,0,15,0,4,176,5,0,298,164,0,154,1,253,3,0,187,1,2,3,0,8,95,1,2
26632,1,1,3,3,3,75,10,9,2,36,3,5,11,3,13,123,0,4,0,4,253,5,0,2,280,0,214,2,3486,55,2,194,1,2,550,0,1,4,1,2
26633,0,0,3,3,0,107,4,4,1,3,0,1,0,4,6,66,814,970,12,1,517,1,0,3220,460,823,424,1,620,910,5,99,1,2,855,0,8,89,1,2
26634,0,2,6,12,9,54,3,3,0,7,1,3,0,0,3,17,58724,6607,0,4,3581,16,0,2,2261,59574,1851,10,331,62868,4,19,163,3,60975,0,2,19,0,3576
26635,0,4,10,2,0,37,0,1,6,1,2,1,0,6,3,11,8,10,0,0,265,1,0,1196,31,9,30,2,1315,10,1,462,1,2,10,0,0,9,1,2
26636,0,2,13,10,3,16,3,3,4,18,1,3,0,3,3,72,4413,780,8,0,1847,102,0,2,1335,4466,317,2,343,4821,1,107,0,0,4604,1,0,627,11,552
26637,0,2,0,12,1,9,29,7,2,36,1,1,0,6,2,1,3128,3720,5,5,2083,1,0,5221,1495,3153,1267,2,286,3421,0,212,0,3,3274,0,1,2696,2,2067
26638,1,13,3,18,21,107,17,19,15,29,0,1,11,19,3,51,0,1615,0,5,253,7,0,2,280,0,214,2,107,66966,2,88,246,3,3,0,1,1248,11,940
26639,0,3,0,2,1,4,19,2,0,23,0,1,0,6,194,263,0,4,3,5,4174,1,0,1406,1802,3256,1510,0,2215,925,1,1233,1,2,870,0,4,4,1,2
26640,1,12,23,3,7,68,20,6,6,1,0,1,0,1,3,101,1195,1419,5,1,875,0,0,15309,729,1213,658,0,1645,1317,0,318,1,2,1261,0,1,185,1,2
26641,1,0,0,11,4,58,13,2,9,7,0,2,0,5,0,29,4979,5808,0,1,325,1,0,42,633,5047,249,2,44,5450,0,34,204,3,5204,0,0,3262,4,2000
26642,1,2,3,3,3,15,24,1,1,5,1,1,3,3,16,45,1023,253,0,0,1275,1,0,2,996,1038,878,2,79,239,7,67,0,1,222,0,0,222,12,6
26643,0,2,3,3,3,71,3,3,2,5,1,3,0,3,3,18,64,80,0,0,3,1,0,986,3,65,3,1,40,74,6,38,1,2,72,0,1,69,1,2
26644,0,2,11,2,3,85,3,3,16,9,1,3,0,3,3,100,5,2,0,4,520,1,0,1359,462,6,426,1,1742,7,3,1018,1,2,7,0,1,2,1,2
26645,0,0,0,24,7,82,0,4,6,1,0,1,0,1,3,36,936,1109,0,1,2009,40,0,2,909,946,289,1,64,1046,5,56,0,0,984,0,0,867,4,1996
26646,0,4,1,17,10,11,35,4,3,8,2,1,0,19,2,29,0,15,0,4,153,1,0,481,53,0,52,2,102,3,1,84,42,0,3,0,1,7067,0,5530
26647,0,2,5,20,15,92,29,2,12,29,1,3,0,17,0,0,12013,175,0,4,2784,0,0,1873,980,233,865,0,893,265,1,168,0,0,247,0,1,19,0,112
26648,1,4,4,0,6,61,46,19,8,12,2,2,3,8,2,20,0,84191,0,3,685,5,0,223,25,0,25,1,111,3,6,23,376,3,3,0,1,11415,4,9023
26649,0,3,0,17,3,99,29,2,8,14,0,1,0,3,0,17,0,10528,30,4,277,4,0,2,249,0,232,0,119,100916,5,19,65,3,3,0,1,3048,0,5496
26650,0,1,1,24,7,84,0,1,6,1,0,1,3,1,3,17,0,4223,0,4,138,5,0,5778,2512,0,126,1,378,3,1,150,0,1,3,0,1,99,31,97
26651,0,1,53,3,9,75,0,15,5,42,0,2,3,0,0,11,6935,8017,0,1,9044,19,0,9454,3045,7024,2379,1,5336,7582,0,1614,1,2,7229,0,1,5428,1,2
26652,0,2,26,4,7,56,3,3,16,4,1,3,3,8,0,101,40507,426,2,1,177,1,0,132,165,41155,155,0,1645,24785,6,318,1,2,25298,0,1,227,1,2
26653,0,2,6,12,1,193,3,3,2,23,1,3,0,6,3,12,0,15,0,0,1427,1,1,2,3962,0,963,7,579,3,6,12,81,3,3,1,1,138,2,6002
26654,0,0,34,5,0,7,4,4,1,3,0,1,3,4,0,29,2653,3156,3,0,29,1,0,105,3,2682,3,2,102,2914,0,84,0,1,2784,0,0,21,0,2500
26655,0,2,0,5,7,117,1,5,6,4,1,1,0,1,0,11,7155,8273,0,0,2676,1,0,335,1828,7245,1534,1,8897,7817,0,1834,1,2,7458,2,9,5587,1,2
26656,0,2,4,2,9,101,43,2,11,0,1,3,0,0,2,93,198,239,0,0,599,1,0,3,306,200,280,7,284,226,7,210,1,2,211,0,1,120,1,2
26657,0,1,1,5,5,45,12,9,14,20,0,10,3,7,2,296,8,10,0,0,1059,1,0,42,887,9,271,2,1109,10,7,703,1,2,10,0,4,9,1,2
26658,0,2,0,2,3,86,47,2,13,28,1,1,0,3,3,75,90993,587,0,4,1779,1,0,1457,1234,1360,1077,4,1007,549,6,644,1,2,499,0,5,4,1,2
26659,0,2,3,3,3,168,3,3,2,23,1,3,0,3,3,11,0,6420,0,1,623,1,1,13113,548,0,503,2,3044,28193,0,1632,1,2,26821,0,0,4457,1,2
26660,0,2,0,5,9,92,35,3,0,15,1,3,0,0,0,184,24741,27311,3,0,3077,5,0,2901,578,25144,530,1,1982,27229,0,347,0,3,25873,0,8,21,0,9
26661,1,0,1,13,4,4,24,4,7,10,0,1,3,7,3,14,0,15,1,0,4557,0,0,2,2812,0,1531,0,256,3,7,15,0,1,3,3,1,138,4,6
26662,0,1,7,24,9,0,49,2,15,7,2,1,0,5,3,69,81,105,0,4,4067,5,0,2,723,83,652,2,329,97,1,103,0,3,91,0,1,19,0,43
26663,0,2,1,11,2,47,32,1,14,35,1,1,0,11,0,177,69184,5220,1,5,725,1,0,7073,498,70105,456,2,1636,73834,1,972,1,2,71781,0,9,3635,1,2
26664,0,2,26,3,3,47,3,3,0,1,1,3,0,3,0,54,8,10,0,0,1276,5,0,1068,1028,9,70,1,371,10,1,268,1,2,10,1,0,9,1,2
26665,1,2,1,5,9,54,20,16,0,16,1,8,0,0,3,11,63064,14760,3,1,502,1,0,569,451,63950,417,0,4770,67414,0,2366,1,2,65447,1,8,1802,1,2
26666,1,1,57,7,4,56,13,6,13,12,0,8,0,5,0,36,1466,1729,0,1,325,5,0,27,633,1478,249,5,144,1610,0,56,0,0,1536,3,0,1327,4,1006
26667,1,0,0,14,5,138,18,2,10,29,2,0,0,9,3,12,0,15,0,5,1466,1,0,1166,1119,0,981,2,52,3,0,12,18,3,3,2,1,2112,2,1614
